								Sun		Mon		Tue		Wed		Thu		Fri		Sat							
Merged-03-oct.tsv:a4d82320-c612-102f-9dbf-c63e8c6de0b4	Midas Auto Service Experts Portland	146 SE Oak St. 	Hillsboro	OR	97123	USA	(503) 648-3304	closed	closed	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	http://www.midas.com	http://www.yelp.com/biz/midas-auto-service-experts-hillsboro		http://local.yahoo.com/info-26588322-midas-auto-svc-experts-hillsboro	http://maps.google.com/maps/place?cid=4608125418274602985&q=(503)+648-3304&hl=en&ved=0CBEQ-gswAA&sa=X&ei=w2ZuTvHSBYL0owSYoPDzAw	
Merged-03-oct.tsv:a4e572c0-c5d4-102f-9fff-554761beb388	Falafel Plus	446 West 8th Avenue 	Vancouver	BC	V5Y 1N9	Canada	(604) 677-3985	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM					http://www.vancouverkosher.ca/	http://www.yelp.ca/biz/falafel-plus-vancouver			http://g.co/maps/gg8u7	http://www.facebook.com/pages/Falafel-Plus-Kosher-Restaurant-and-Catering-in-Vancouver/179399045427075?ref=ts&fref=ts
Merged-03-oct.tsv:a4e5c1b0-c5a4-102f-aeff-534cd514a607	Baby Bugaloo	5700 W Slaughter Ln. Suite 220	Austin	TX	78749	USA	(512) 301-3800			10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	www.babybugaloo.com	http://www.yelp.com/biz/baby-bugaloo-austin		http://local.yahoo.com/info-89197471-baby-bugaloo-austin	http://gr.pn/vjRSrT	http://www.facebook.com/pages/Baby-Bugaloo/202873866963?ref=ts&fref=ts
Merged-03-oct.tsv:a4ec91b1-b06a-102f-bfbc-6dbd51859bef	Jeans & a Cute Top Shop	204 W Wesley St. 	Wheaton	IL	60187	USA	(630) 690-5287	12:00 PM	4:00 PM	10:00 AM	4:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	5:00 PM	http://www.jeansandacutetopshop.com	http://www.yelp.com/biz/pbzYFA7f0rgtz3CyWpRhSA		http://local.yahoo.com/info-56099315-jeans-a-cute-top-shop-wheaton	http://gr.pn/t8FXJB	http://www.facebook.com/pages/Jeans-and-a-Cute-Top-Shop/295283066206?fref=ts
Merged-03-oct.tsv:a4f30b10-c647-102f-bff7-e22b11e7afcb	Shugrues Hillside Grill	671 State Rte. 179 	Sedona	AZ	86336	USA	(928) 282-5300	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	shugrueshillside.com	http://www.yelp.com/biz/shugrues-hillside-grill-sedona	http://www.tripadvisor.com/Restaurant_Review-g31352-d496095-Reviews-Shugrues_Sedona_Hillside_Grill-Sedona_Arizona.html	http://local.yahoo.com/info-20143561-shugrue-s-hillside-grill-sedona	http://bit.ly/pvv7WZ	http://www.facebook.com/pages/Shugrues-Hillside-Grill-Sedona/138360329512172
Merged-03-oct.tsv:a50cba50-c657-102f-bf5f-4b01c8706671	The Mountain Top Inn & Resort	195 Mountain Top Rd. 	Chittenden	VT	5737	USA	(802) 483-2311															http://www.mountaintopinn.com/	http://www.yelp.com/biz/rZDPa9o0ZGWOiHjeW1SMkw	http://www.tripadvisor.com/Hotel_Review-g57215-d100053-Reviews-The_Mountain_Top_Inn_Resort-Chittenden_Vermont.html	http://local.yahoo.com/info-10488483	http://maps.google.com/maps/place?cid=16467561203084532625	http://www.facebook.com/pages/The-Mountain-Top-Inn-Resort/289712544729
Merged-03-oct.tsv:a50ec520-c5b2-102f-9fcb-e9312f7d13a4	Calhoun Street Soups, Salads, and Spirits	1915 S. Calhoun 	Fort Wayne	IN	46802	USA	(260) 456-7005															http://www.myspace.com/calhounsoupssaladsspirits	http://www.yelp.com/biz/calhoun-street-soup-salad-and-spirits-fort-wayne#query:Calhoun%20Street%20Soups%2C%20Salads%2C%20and%20Spirits	http://www.tripadvisor.com/Restaurant_Review-g37114-d2260617-Reviews-Calhoun_Street_Soups_Salads_and_Spirits-Fort_Wayne_Indiana.html		http://bit.ly/z3uFeh	
Merged-03-oct.tsv:a50fd720-c621-102f-bbbe-dd003252c6a1	Orthodontic Excellence	6981 Coal Creek Parkway SE #B9 	Newcastle 	WA	98056	USA	(425) 747-4944			10:00 AM	6:30 PM	10:00 AM	6:30 PM	7:30 AM	4:00 PM	9:00 AM	5:30 PM	7:00 AM	3:30 PM			www.smilewithbraces.com	http://bit.ly/suUSfI		http://bit.ly/vkv1k3	http://bit.ly/rsmybh	
Merged-03-oct.tsv:a51cfce1-b030-102f-ae7f-fc9ee60c3b5c	SalonDEWI	1525 14th Ave. 	Seattle	WA	98122	USA	(206) 381-3482	11:00 AM	5:00 PM	12:00 PM	6:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	7:00 PM	www.salondewi.com	http://bit.ly/vDE9f2		http://local.yahoo.com/info-22136423-salon-dewi-seattle	http://g.co/maps/e86rd	http://www.facebook.com/pages/SalonDEWI/121343344552349?ref=ts&fref=ts
Merged-03-oct.tsv:a5214240-c5df-102f-9a5f-d1882ddc1515	GolfTEC Columbus	7649 New Market Center Way 	Columbus	OH	43235	USA	(614) 336-8044	11:00 AM	5:00 PM	11:00 AM	6:00 PM	11:00 AM	7:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	9:00 AM	6:00 PM	http://www.golftec.com				https://plus.google.com/111077343609618309820/about?hl=en	http://www.facebook.com/pages/GolfTEC-Easton/267552715085?ref=ts&fref=ts
Merged-03-oct.tsv:a523fa90-c651-102f-beef-8d27ffee4c83	Wild West City	50 Lackawanna Dr. 	Stanhope	NJ	7874	USA	(973) 347-8900	10:30 AM	6:30 PM	closed	closed	closed	closed	closed	closed	closed	closed	closed	closed	10:30 AM	6:30 PM	http://www.wildwestcity.com/	http://gr.pn/thtUHf	http://gr.pn/sxVFwW	http://local.yahoo.com/info-10849294-wild-west-city-stanhope	http://g.co/maps/gm88p	http://www.facebook.com/WildWestCity?ref=ts&fref=ts
Merged-03-oct.tsv:a527c160-c620-102f-b25e-592efd285dcd	One Stop Beer Shop	134 Kingsland Ave. 	Brooklyn	NY	11222	USA	(718) 599-0128	11:00 AM	2:00 AM	1:00 PM	2:00 AM	1:00 PM	2:00 AM	1:00 PM	2:00 AM	1:00 PM	3:30 AM	1:00 PM	3:30 AM	11:00 AM	4:00 AM	www.onestopbeershopny.com	http://yelp.com/biz/one-stop-beer-shop-brooklyn/		http://local.yahoo.com/info-98917957-one-stop-beer-shop-brooklyn	http://goo.gl/maps/zsGZp	http://www.facebook.com/onestopbeershop?ref=ts&fref=ts
Merged-03-oct.tsv:a5340fe0-c640-102f-9d7e-511dba759422	Sahara Restaurant & Grill	1701 Franklin St	Michigan City	IN	46360	USA	(219) 871-1223	11:00 AM	8:00 PM			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	http://www.sahara-restaurant.net/	http://www.yelp.com/biz/xHuJUnVR9sGRzF7URg_PlQ	http://www.tripadvisor.com/Restaurant_Review-g37315-d1762670-Reviews-Sahara-Michigan_City_Indiana.html	http://local.yahoo.com/info-28952879-saharas-restaurant-wine-bar-michigan-city	http://goo.gl/maps/muiDu	http://www.facebook.com/pages/Sahara-Restaurant/25504211095
Merged-03-oct.tsv:a5460980-c5f9-102f-b6d4-36c23ae07758	Ipsento Coffee House	2035 N Western Avenue 	Chicago	IL	60647	USA	(773) 904-8177	7:00 AM	8:00 PM	6:00 AM	9:00 PM	6:00 AM	9:00 PM	6:00 AM	9:00 PM	6:00 AM	9:00 PM	6:00 AM	9:00 PM	7:00 AM	9:00 PM	http://ipsento.com	http://www.yelp.com/biz/ipsento-chicago		http://local.yahoo.com/info-39371443-ipsento-chicago	http://goo.gl/maps/RBOUA	http://www.facebook.com/ipsento?ref=ts&fref=ts
Merged-03-oct.tsv:c43c9f20-c59f-102f-b9f9-9fb6291a6162	Arizona Broadway Theatre	7701 W Paradise Ln. 	Peoria	AZ	85382	USA	(623) 776-8400	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	http://www.azbroadwaytheatre.com/	http://www.yelp.com/biz/arizona-broadway-theatre-peoria-2	http://www.tripadvisor.com/Attraction_Review-g31308-d651001-Reviews-Arizona_Broadway_Theatre-Peoria_Arizona.html	http://local.yahoo.com/info-30923208-arizona-broadway-theater-peoria	http://g.co/maps/4tpzv	http://www.facebook.com/ArizonaBroadway
Merged-03-oct.tsv:c43d2a60-c65a-102f-bdbb-41bf4479db12	Unexpected Productions	1428 Post Alley 	Seattle	WA	98101	USA	(206) 587-2414			12:00 PM	11:00 PM	12:00 PM	11:00 PM	12:00 PM	11:00 PM	12:00 PM	11:00 PM	12:00 PM	11:00 PM	12:00 PM	11:00 PM	www.unexpectedproductions.org	http://www.yelp.com/biz/unexpected-productions-seattle	http://www.tripadvisor.com/Attraction_Review-g60878-d1876018-Reviews-Unexpected_Productions-Seattle_Washington.html	http://local.yahoo.com/info-39772066-unexpected-productions-corporate-party-event-seattle	http://maps.google.com/maps/place?cid=13599238980552763870	https://www.facebook.com/UnexpectProductions
Merged-03-oct.tsv:c43e7601-b079-102f-9e7f-b0a7c19c107f	Sonic Chicago	1820 Plainfield Rd. 	Crest Hill	IL	60403	USA	ﾠ(815) 725-8750	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	http://www.sonicdrivein.com/	http://www.yelp.com/biz/sonic-crest-hill#query:Sonic%20Chicago			http://bit.ly/veYd9J	http://www.facebook.com/pages/Sonic-Drive-In/120711684607323
Merged-03-oct.tsv:c43ff8e0-c5ff-102f-bb3f-d1bfa18fb3ac	Kellogg Bird Sanctuary	12685 E C Ave. 	Augusta	MI	49012	USA	(269) 671-2510															http://www.kbs.msu.edu/visit/birdsanctuary/	http://www.yelp.com/biz/kellogg-bird-sanctuary-hickory-corners			https://plus.google.com/116900479649766437722/about	http://www.facebook.com/KelloggBiologicalStation
Merged-03-oct.tsv:c4402780-c621-102f-8e4d-10e96caea42f	Ottimista Enoteca-Cafe	1838 Union St. 	San Francisco	CA	94123	USA	(415) 674-8400	11:00 AM	10:00 PM			2:00 PM	11:00 PM	2:00 PM	11:00 PM	2:00 PM	11:00 PM	12:00 PM	2:00 AM	11:00 AM	2:00 AM	http://www.ottimistasf.com/	http://www.yelp.com/biz/1bmwcHf3pJeqwia9aK94Kg	http://www.tripadvisor.com/Restaurant_Review-g60713-d879879-Reviews-Ottimista_Enoteca_Cafe-San_Francisco_California.html	http://gr.pn/pGCwUY	http://gr.pn/oVZLp3	http://www.facebook.com/pages/Ottimista-Enoteca-Cafe/77850752010
Merged-03-oct.tsv:c441e6f0-b272-102f-bbff-b9d7833113d6	GolfTEC Chicago	2020 Butterfield Rd. 	Downers Grove	IL	60515	USA	(630) 932-4653	10:00 AM	6:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	http://www.golftec.com				https://plus.google.com/102162742728668092792/about	http://www.facebook.com/GolfTEC
Merged-03-oct.tsv:c451e620-c5f2-102f-b7ff-3cdea827170a	Honeysuckle Gelato	781 Wheeler Street 	Atlanta	GA	30318	USA	(404) 228-7825			9:00 AM	5:00 PM	9:00 AM	10:00 PM	9:00 AM	10:00 PM	9:00 AM	10:00 PM	9:00 AM	10:00 PM	12:00 PM	10:00 PM	http://www.honeysucklegelato.com/	http://www.yelp.com/biz/honeysuckle-gelato-atlanta			https://plus.google.com/114078732924752486361/about	http://www.facebook.com/pages/Honeysuckle-Gelato/161758307222262
Merged-03-oct.tsv:c4763270-afb6-102f-bddf-2b1d06f622e0	Casa Grande Suite Hotel & Spa	834 Ocean Dr. 	Miami Beach	FL	33139	USA	(305) 672-7003															http://www.casagrandesuitehotel.com/				https://plus.google.com/103372174087020545557/about	
Merged-03-oct.tsv:c4799820-c64f-102f-bbef-52098e644d4e	State Street Barbers	1151 W Webster Ave. 	Chicago	IL	60614	USA	(773) 477-7721	9:00 AM	5:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	10:00 AM	7:00 PM	8:00 AM	5:00 PM	www.statestreetbarbers.com	http://www.yelp.com/biz/state-street-barbers-chicago-2			http://bit.ly/oB6r0F	http://www.facebook.com/StateStreetBarbers
Merged-03-oct.tsv:c48e7ac0-b23a-102f-bc77-e3f22c8e6718	Phoebe Therese Salon	3037 E 3rd Ave 	Denver	CO	80206	USA	(303) 757-7940			9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	http://www.phoebetheresesalon.com/	http://bit.ly/mWmXq8		http://local.yahoo.com/info-37953939-phoebe-therese-salon-denver	http://bit.ly/olOFKK	http://www.facebook.com/scissrs
Merged-03-oct.tsv:c4a021a0-c5fc-102f-a8ee-5718e02405aa	Jimmy Carter Library and Museum	441 Freedom Pkwy. NE 	Atlanta	GA	30307	USA	(404) 865-7100															http://www.jimmycarterlibrary.org	http://gr.pn/qEj4A6	http://www.tripadvisor.com/Attraction_Review-g60898-d126907-Reviews-Jimmy_Carter_Library_Museum-Atlanta_Georgia.html		http://g.co/maps/7pph5	http://www.facebook.com/pages/Jimmy-Carter-Presidential-Library-and-Museum/109412772480786?fref=ts
Merged-03-oct.tsv:c4a7d7b0-c5d9-102f-afbf-3e1f76244c6c	Foxtrot Bed and Breakfast	1520 Garrett Ln. 	Gatlinburg	TN	37738	USA	(865) 436-3033															http://www.thefoxtrot.com	http://www.yelp.com/biz/the-foxtrot-bed-and-breakfast-gatlinburg	http://www.tripadvisor.com/Hotel_Review-g60842-d259928-Reviews-The_Foxtrot_Bed_and_Breakfast-Gatlinburg_Tennessee.html		https://plus.google.com/114346445623650148137/about	http://www.facebook.com/pages/The-Foxtrot-Bed-and-Breakfast/101619111186
Merged-03-oct.tsv:c4a86b30-afa4-102f-bdbf-3a682b0e5b10	Ju Hachi by Taka	1730 S St. 	Sacramento	CA	95811	USA	(916) 448-3481	4:00 AM	9:00 AM	11:30 AM	9:30 AM	11:30 AM	9:30 AM	11:30 AM	9:30 AM	11:30 AM	9:30 AM	11:30 AM	9:30 AM	closed	closed	http://www.juhachirestaurant.com/	http://bit.ly/yk00sx		http://local.yahoo.com/info-21768438-ju-hachi-japanese-cuisine-sacramento	http://bit.ly/wjPxG9	http://www.facebook.com/pages/Juhachi-Restaurant/146700288795491
Merged-03-oct.tsv:c4ab20b0-c655-102f-9dbf-42ee2b813064	The Barbed Rose Steakhouse and Seafood Co.	113 East Sealy Street 	Alvin	TX	77511	USA	(281) 585-2272	closed	closed	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://barbedrose.com/	http://www.yelp.com/biz/wf46ZyoOYSABbIKJLbv4oQ	http://www.tripadvisor.com/Restaurant_Review-g30163-d1848994-Reviews-The_Barbed_Rose_Steakhouse_and_Seafood_Co-Alvin_Texas.html	http://local.yahoo.com/info-73289890-barbed-rose-steakhouse-seafood-co-alvin-tx-alvin	http://bit.ly/oRKV0v	http://www.facebook.com/thebarbedrose
Merged-03-oct.tsv:c4b04640-c654-102f-99d7-4629af82dc4b	Tao Yoga & Tai-Chi North Jersey	525 Cedar Hill Ave.  Second Floor	Wyckoff	NJ	7481	USA	(201) 444-6020	closed	closed	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	3:00 PM	http://www.taoyoga.com/				http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Tao+Yoga+%26+Tai-Chi&fb=1&gl=us&hq=Tao+Yoga+%26+Tai-Chi&cid=14152257864388231987&ei=cWipTteQEdTFsQL4zui7Dw&sa=X&oi=local_result&ct=placepage-link&resnum=4&ved=0CFcQ4gkwAw	http://www.facebook.com/pages/Tao-Yoga-Tai-Chi-54th-St-Madison-Ave/116089635070118?fref=ts
Merged-03-oct.tsv:c4b0c2c1-b11c-102f-adff-5da9d4acce9f	Jonesy's Eat Bar	400 E 20th Ave. 	Denver	CO	80205	USA	(303) 863-7473	10:00 AM	3:00 PM	5:00 PM	10:00 PM	5:00 PM	10:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	1:00 AM	5:00 PM	1:00 AM	www.jeatbar.com	http://www.yelp.com/biz/jonesys-eatbar-denver		http://local.yahoo.com/info-19589144-jonesy-s-eatbar-denver	http://maps.google.com/maps/place?q=Jonesy's+Eat+Bar&hl=en&cid=1165343645769457290	http://www.facebook.com/pages/Jonesys-Eatbar/116374545056582
Merged-03-oct.tsv:c4b285a0-c653-102f-bdd7-44fac91dc364	Sweet Fanny Adams Theatre	461 Parkway 	Gatlinburg	TN	37738	USA	(877) 388-5784			10:00 AM	5:00 PM	5:00 PM	10:00 PM	10:00 AM	5:00 PM	10:00 AM	5:00 PM			5:00 PM	10:00 PM	http://sweetfannyadams.com/	http://www.yelp.com/biz/sweet-fanny-adams-theatre-and-music-hall-gatlinburg	http://www.tripadvisor.com/Attraction_Review-g60842-d312061-Reviews-Sweet_Fanny_Adams_Theatre-Gatlinburg_Tennessee.html	http://local.yahoo.com/info-15002882-sweet-fanny-adams-theater-gatlinburg	https://plus.google.com/107900009493674431490/about	http://www.facebook.com/sweetfannyadamstheatre
Merged-03-oct.tsv:c4b2b740-c654-102f-bcfd-d5d517e6259c	Tao Yoga & Tai-Chi North Jersey 2	525 Cedar Hill Ave.  Second Floor	Wyckoff	NJ	7481	USA	(201) 444-6020	8:00 AM	5:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	5:00 PM	http://www.taoyoga.com/	http://www.yelp.com/biz/FfWkeTk2Me0JV8WpzREt_w			http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Tao+Yoga+%26+Tai-Chi&fb=1&gl=us&hq=Tao+Yoga+%26+Tai-Chi&cid=14152257864388231987&ei=cWipTteQEdTFsQL4zui7Dw&sa=X&oi=local_result&ct=placepage-link&resnum=4&ved=0CFcQ4gkwAw	
Merged-03-oct.tsv:c4b9aaa0-c5dc-102f-afdd-999d7aed7a7d	Genesee Theatre	203 N Genesee St. 	Waukegan	IL	60085	USA	(847) 782-2366					12:00 PM	5:00 PM	12:00 PM	5:00 PM	12:00 PM	5:00 PM	12:00 PM	5:00 PM			http://www.geneseetheatre.com/	http://www.yelp.com/biz/y6nvw1rTYDAX52DJYy7SFA	http://www.tripadvisor.com/Attraction_Review-g36854-d648380-Reviews-Genesee_Theatre-Waukegan_Lake_County_Illinois.html	http://local.yahoo.com/info-17187890-genesee-theater-waukegan	http://goo.gl/Xg5UW	http://www.facebook.com/GeneseeTheatre
Merged-03-oct.tsv:c4c0a820-c5df-102f-9fdf-b01225b17652	Golosa Chocolate Bar & Dessert Lounge	806 South 6th St. 	Philadelphia	PA	19147	USA	(215) 925-1003					5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	http://www.golosacafe.com	http://www.yelp.com/biz/golosa-philadelphia			https://plus.google.com/115881888669493811988/about	http://www.facebook.com/pages/Golosa-Chocolate-Bar/60299073091
Merged-03-oct.tsv:c4c8b040-c654-102f-bb9b-6187b7cf8db3	Tao Yoga & Tai-Chi North Jersey 2	46 Main St. Second Floor	Madison	NJ	7940	USA	(973) 377-4567	closed	closed	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	3:00 PM	http://www.taoyoga.com/				http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Tao+Yoga+%26+Tai-Chi&fb=1&gl=us&hq=Tao+Yoga+%26+Tai-Chi&cid=14152257864388231987&ei=cWipTteQEdTFsQL4zui7Dw&sa=X&oi=local_result&ct=placepage-link&resnum=4&ved=0CFcQ4gkwAw	
Merged-03-oct.tsv:c4d24970-c5e1-102f-be3f-30a46c78d398	Magnolia Cafe	1224 W Wilson Ave. 	Chicago	IL	60640	USA	(773) 728-8785	10:00 AM	9:00 PM	5:30 PM	10:00 PM	5:30 PM	10:00 PM	5:30 PM	10:00 PM	5:30 PM	10:00 PM	5:30 PM	11:30 PM	5:30 PM	11:30 PM	http://www.magnoliacafeuptown.com/	http://gr.pn/seHZul	http://www.tripadvisor.com/Restaurant_Review-g35805-d427326-Reviews-Magnolia_Cafe-Chicago_Illinois.html		http://gr.pn/vpsun5	
Merged-03-oct.tsv:c4d6be31-b054-102f-98d8-a1c02760cf71	Hadi's Caf?	98 Battery Street 	San Francisco	CA	94111	USA	(415) 399-9991																http://bit.ly/q4Jeri			http://bit.ly/okBJG5	
Merged-03-oct.tsv:c4e196c1-b11c-102f-ba76-779827a1d476	Uptown Imports	2904 Harriet Ave. S 	Minneapolis	MN	55408	USA	(612) 822-6490			7:00 AM	4:00 PM	7:00 AM	4:00 PM	7:00 AM	4:00 PM	7:00 AM	4:00 PM	7:00 AM	4:00 PM			uptownimports.com	http://www.yelp.com/biz/uptown-imports-minneapolis		http://local.yahoo.com/info-24305815-uptown-imports-foreign-auto-minneapolis	http://maps.google.com/maps/place?q=Uptown+Imports+minneapolis,+mn&hl=en&cid=17849941820029526869	http://www.facebook.com/uptownimports
Merged-03-oct.tsv:c4e31610-c654-102f-96f9-42769aba3283	Tao Yoga & Tai-Chi North Jersey	297 Kinderkamack Rd. Suite 200	Oradell	NJ	7649	USA	(201) 225-9000	closed	closed	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	3:00 PM	http://www.taoyoga.com/				http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Tao+Yoga+%26+Tai-Chi&fb=1&gl=us&hq=Tao+Yoga+%26+Tai-Chi&cid=14152257864388231987&ei=cWipTteQEdTFsQL4zui7Dw&sa=X&oi=local_result&ct=placepage-link&resnum=4&ved=0CFcQ4gkwAw	
Merged-03-oct.tsv:c4f4e310-c5d5-102f-939f-8bdc1a406d57	Fernwood Hotel and Resort	Route 209 & Fernwood Lane PO Box 447	Bushkill	PA	18324	USA	(570) 588-9500	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	6:00 AM	http://www.resortsusa.com/rs_food.php	http://www.yelp.ca/biz/fernwood-hotel-and-resort-bushkill	http://www.tripadvisor.com/Hotel_Review-g60788-d265497-Reviews-Fernwood_Hotel_and_Resort-Bushkill_Pocono_Mountains_Region_Pennsylvania.html	http://local.yahoo.com/info-12120072-fernwood-hotel-and-resort-bushkill	https://plus.google.com/106940326394109030308/about	
Merged-03-oct.tsv:c4fc5620-c622-102f-b3fa-efddf11aa5fe	Pallino	6150 E Lake Sammamish Pkwy SE   Suite G	Issaquah	WA	98029	USA	(425) 394-1090	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	pallino.com	http://www.yelp.ca/biz/pallino-pastaria-issaquah	http://www.tripadvisor.com/Restaurant_Review-g58528-d899276-Reviews-Pallino_Pastaria_Issaquah-Issaquah_Washington.html	http://local.yahoo.com/info-22094858-pallino-pastaria-issaquah	http://maps.google.com/maps/place?q=Pallino+pastaria+company+Seattle&hl=en&cid=10590439839912976245	http://www.facebook.com/pages/Pallino-Pastaria/121079994574172
Merged-03-oct.tsv:c4feabd0-b044-102f-863f-dea334f8fdbd	Mekenita Mexican Grille	17623 N Dale Mabry Hwy. 	Lutz	FL	33548	USA	(813) 264-1212															http://www.mekenitamexicangrille.com	http://gr.pn/vyf5yu	http://gr.pn/rVBOw3	http://local.yahoo.com/info-42471552-mari-posa-mexican-grille-lutz	http://gr.pn/vlc6ZS	http://www.facebook.com/pages/Mekenitas-Mexican-Grille/170115896336240?fref=ts
Merged-03-oct.tsv:c50050c0-c601-102f-b3fa-7d363b2563ae	Koko Japanese Grill	8883 Town and Country Cir. 	Knoxville	TN	37923	USA	(865) 692-8163			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	http://kokojapanesegrill.com/	http://yelp.com/biz/koko-japanese-grill-llc-knoxville/		http://local.yahoo.com/info-37529394-koko-japanese-grill-llc-knoxville	https://plus.google.com/115796123307553656294/about?gl=us&hl=en	http://www.facebook.com/pages/Koko-Japanese-Grill-LLC/100868096624901
Merged-03-oct.tsv:c5024a30-c5cd-102f-9f3f-1a0c5e5fcc1d	Dynamo Donuts and Coffee	2760 24th St 	San Francisco	CA	94110	USA	(415) 920-1978	9:00 AM	4:00 PM			7:00 AM	5:00 PM	7:00 AM	5:00 PM	7:00 AM	5:00 PM	7:00 AM	5:00 PM	7:00 AM	5:00 PM	http://www.dynamodonut.com/	http://www.yelp.com/biz/dynamo-donuts-and-coffee-san-francisco		http://local.yahoo.com/info-83689330-dynamo-donut-coffee-san-francisco	http://maps.google.com/maps?hl=en&q=Dynamo%20donuts%20and%20coffee%20San%20Francisco	http://www.facebook.com/dynamodonut?fref=ts
Merged-03-oct.tsv:c5073fe0-c654-102f-aef1-209751a7a8c5	Tao Yoga & Tai-Chi North Jersey	46 Main St. Second Floor	Madison	NJ	7940	USA	(973) 377-4567	closed	closed	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	7:00 AM	3:00 PM					http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Tao+Yoga+%26+Tai-Chi&fb=1&gl=us&hq=Tao+Yoga+%26+Tai-Chi&cid=14152257864388231987&ei=cWipTteQEdTFsQL4zui7Dw&sa=X&oi=local_result&ct=placepage-link&resnum=4&ved=0CFcQ4gkwAw	
Merged-03-oct.tsv:c50822e0-c657-102f-b6eb-99f6e8534c44	The Ogden Museum	925 Camp St. 	New Orleans	LA	70130	USA	(504) 539-9600	10:00 AM	5:00 PM	10:00 AM	5:00 PM			10:00 AM	5:00 PM	10:00 AM	8:00 PM	10:00 AM	5:00 PM	10:00 AM	5:00 PM	www.ogdenmuseum.org	http://www.yelp.com/biz/ogden-museum-of-southern-art-new-orleans#query:The%20Ogden%20Museum	http://www.tripadvisor.com/Attraction_Review-g60864-d108039-Reviews-Ogden_Museum_of_Southern_Art-New_Orleans_Louisiana.html	http://local.yahoo.com/info-28555833-ogden-museum-of-southern-art-gallery-new-orleans	https://plus.google.com/108005519151859691747/about	http://www.facebook.com/ogdenmuseum
